r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12
0.47772819598747185	0.4119482649984067	0.3409803911105705	0.2688765593846131	0.20088082076859948	0.1419292075964753	0.09504856722530977	0.06068176419932045	0.03721760210374104	0.022105904067378893	0.01280888575816325	0.007284478590436154	0.004085536550205209
0.47718653327989397	0.41149899294774805	0.34064036308678647	0.268648827696649	0.20075158931578432	0.14187223280825034	0.09503485088836539	0.06068812154132929	0.03722983458112797	0.0221173710618245	0.012817510688469824	0.007290272607337944	0.004089171344534351
0.47615788666919345	0.4107216306619934	0.34014082214920804	0.26841323486727947	0.20072323185084306	0.14196963241028723	0.09518058525528098	0.060829591760892664	0.037342748909492435	0.022197408903598198	0.01286992565009227	0.007322765369719938	0.004108549414861246
0.4773340609289569	0.41194939702595906	0.3413662330708786	0.2695645496624754	0.20172853966891746	0.14277993183491486	0.09578390016136436	0.061247580271431956	0.037615259683325866	0.022366662119612246	0.012971208924420163	0.007381713539020391	0.0041421636069586465
0.4812226228507505	0.41503618555359395	0.343538697972607	0.27083574394733634	0.20225343006103197	0.14280592928704638	0.09556147383113024	0.06095979449424024	0.03735943929679424	0.022175142551889154	0.012841734341814199	0.007299829519469946	0.004092681182208238
0.4761314795300082	0.41074558879106166	0.34021274990174477	0.26852143126339445	0.20084854653927764	0.1420915753770381	0.09528414769979437	0.060908419571463236	0.037397762430930584	0.022233314973750362	0.01289220611201794	0.007336082230144505	0.004116292669289499
0.47798174682593847	0.4122903930718797	0.34139391063828955	0.26932579051859873	0.2013189067050105	0.14231318400535137	0.09535312379337826	0.06090302420784579	0.03736706265782028	0.0222012166133472	0.01286705156028695	0.007318827255351374	0.00410533485009894
0.47994983785913553	0.4144397730190189	0.3436277935431529	0.2714995406291066	0.2032737105138615	0.14392706875948977	0.09657788977487176	0.06176425707089064	0.03793497388207526	0.022556992183988794	0.013081334815608027	0.00744414715947715	0.004177053671047904
0.47629985446089584	0.4102368155571703	0.3390686347152309	0.2669105246574573	0.19903746674067968	0.14035925897327442	0.09382942892675283	0.059809830437586455	0.03663539816140339	0.021737787697348306	0.012585647704714905	0.007153258624284941	0.004010159121366783
0.4804975739042134	0.41459323971009143	0.34338987334927956	0.2709442179422237	0.20253640026905675	0.14316130738226074	0.09590324012160563	0.06123904053177247	0.037563060678385565	0.022311888511985165	0.012928233276089825	0.0073522180236837605	0.004123427086862195
0.4820802385960522	0.41562373774883593	0.3438376370281192	0.27087338694485197	0.20210222172229833	0.14255991519965824	0.09530330464076986	0.06073980658064306	0.0371952019022777	0.022063243308672407	0.012770289418299106	0.007256287279318761	0.004067016889977
0.48163215469921555	0.4156858429576691	0.3443943068796486	0.27181452679498913	0.20324012971302025	0.14369003539034578	0.09627324967818507	0.061482195018213545	0.03771480622666804	0.022402872536652088	0.012981186233151821	0.007382379732042932	0.004140344704025134
0.47809873069058295	0.4123757245586491	0.34144475704596144	0.2693445141480302	0.20131321166687274	0.14229365233072108	0.09532949237714618	0.06088162971786442	0.03735055319178197	0.022189737311149225	0.012859623845453147	0.00731425901098022	0.004102625085683381
0.4757184815310922	0.41067266747588493	0.3404741311373209	0.26905026178238556	0.20152603316613676	0.14278466210062715	0.09589023344185992	0.061378440603736255	0.03772992502384216	0.022451999051440553	0.013028736987260326	0.007418042849687624	0.004164099680334595
0.47860765781162073	0.4127304407781436	0.34163409363034175	0.26938307242808046	0.20124123893015972	0.14216412869410028	0.09518961844912306	0.060760758364736905	0.03725954655136166	0.0221273818739137	0.01281965469680997	0.007289831306566024	0.004088197904214364
0.47558820836487187	0.4101738855140979	0.33963790897790447	0.26797781505391394	0.20037122018953574	0.14170505634187944	0.09499527720430292	0.06070768152055361	0.03726657911209009	0.022151688082997723	0.012843290118404621	0.00730758165541795	0.004100027395031033
0.482280922063688	0.4162619789815262	0.3448746265917172	0.27218526156886713	0.2035024140855501	0.14385959431604328	0.09637392932278076	0.06153777373268748	0.03774379659840046	0.0224174071768611	0.012988301490734133	0.007385825769134808	0.004142012668869139
0.4803768118103008	0.41486107368342556	0.34402554738527324	0.2718539944403418	0.20356856830187106	0.1441547521260855	0.09674129721558668	0.06187405906141093	0.03800480507915754	0.022599516587859837	0.013106393254394364	0.007458559766047297	0.004185198480121001
0.48404102453344133	0.4177919746929453	0.3461135305450439	0.273104088448418	0.20411771434354978	0.14422822998509496	0.09657070431507363	0.06163108939656799	0.03778268236818094	0.0224310561546997	0.012991686833165064	0.007385697415254627	0.004141043283776163
0.47821928769783234	0.41284217070662377	0.3422282273902305	0.2703499115754491	0.20239574671070124	0.14330514101195913	0.09616728511220611	0.061508945874938235	0.037783480142378124	0.022470093761999158	0.013032623792602225	0.007417246079348892	0.004162334630523184
0.48116931757850717	0.41531206526164616	0.34412359550054655	0.2716470930136988	0.20316009766682766	0.14367050447850646	0.09628612614187576	0.061506285894662276	0.037738252600159776	0.02242113811880846	0.012993803271512299	0.007390463383057299	0.004145270515718584
0.47506636916440526	0.4096884734265046	0.3392087299604409	0.26762138490928455	0.20009552905278907	0.1415069657791833	0.09486249159686916	0.06062382904622307	0.03721607352647412	0.022122315378280136	0.012826623885772633	0.007298282184153497	0.004094895849909563
0.4793997962002095	0.4131712815088952	0.34171425586414506	0.26915461862571777	0.20081221869687177	0.14166364706521148	0.09472350759570164	0.06038651931850947	0.036989547691196716	0.021947303606181613	0.012706271766216108	0.007221378860085716	0.0040481139237671755
0.47867606237860294	0.41318025494726385	0.3424360703392368	0.27043524211427156	0.20238651109684536	0.14324066307888106	0.09608439826469874	0.06143214697352702	0.037723485604628064	0.022428065519914227	0.013005295834443303	0.007400382497728476	0.0041523082876108
0.47839789169796315	0.4125134453866941	0.34141947006221446	0.26918321600345024	0.2010682129138313	0.1420257680818426	0.09508732838883392	0.060690319281612566	0.03721385331025718	0.022099116195477855	0.012802793175000382	0.007280041284780092	0.004082625478288088
0.480345551433752	0.4145239386816471	0.3434042306757338	0.27102847662405355	0.20266370503995482	0.14330032570338488	0.0960288708316799	0.06133828431361208	0.03763397525755999	0.022358899222759385	0.01295771433724192	0.0073699680733641335	0.004133801325296675
0.4792313280640696	0.4138613801436431	0.34321097277000606	0.27124420220059675	0.2031546903618039	0.14390202180135725	0.09660265174729182	0.06180555423196414	0.037974277688879975	0.022587352866544994	0.013102222707680737	0.007457501428920327	0.004185181239318523
0.4789343057578432	0.4130043230507679	0.3418447741276917	0.2695279155710665	0.20132739446542075	0.14220624181161057	0.09520435620364123	0.060761794271781376	0.03725554800110736	0.022122664482000797	0.01281581493551702	0.00728715033645751	0.004086478574336088
0.4752486276878418	0.4098474256608691	0.339338213442861	0.26771837640643803	0.2001615039940805	0.14154744480937578	0.09488489217962733	0.06063506275836926	0.037221206396655014	0.022124452572719683	0.012827423111139429	0.007298536333438879	0.004094950481366001
0.4833705632683543	0.41715083705426176	0.34552889325444625	0.2726020835157071	0.20371570401414943	0.1439291545937838	0.09636339765804876	0.06149604981118996	0.037699058268577355	0.022381244019697762	0.012962851162269251	0.007369342937668326	0.004131900750599653
0.4745938392996455	0.4092998214148203	0.3389182405085243	0.26743081026781584	0.19999160482255104	0.14146559348479978	0.09485752959626481	0.06063471063327543	0.03723049257323065	0.022134785764170467	0.012835691832888416	0.007304266413499227	0.004098610717567328
0.4798098609856159	0.4141780013824857	0.3432583068601202	0.2710604729159088	0.20282027528657404	0.14351391087091814	0.09624115774357082	0.061514830942564803	0.037764117216602916	0.02244692817799905	0.013013672279073227	0.007403976753426081	0.0041538096727651965
0.47633404165226007	0.41086194698387357	0.34024025668557345	0.2684722939259833	0.20074870956307395	0.14197245783564263	0.09517189224801076	0.06081758787687983	0.037331864678754774	0.022189182073019363	0.012864332981803481	0.007319215807951764	0.004106399295950582
0.47764889968834706	0.41200396603894973	0.34116500361021795	0.2691589910499278	0.20120994054659166	0.1422502591285597	0.09532144958866351	0.06088948025728395	0.03736252285091613	0.02220045213314966	0.012867531238986391	0.007319518255832616	0.004105904955097551
0.4787400502991264	0.41297159403387557	0.3419706669602255	0.2697801957669129	0.20164912743505523	0.14253410611076123	0.09549001326036516	0.06098257537832682	0.03741111454875496	0.022224833448546623	0.012879476997790438	0.007325308795568354	0.004108710087052251
0.4759226286698718	0.4101839682277396	0.33933255692963266	0.2674247997162264	0.19968699935214063	0.14101745680622957	0.09440068325914806	0.06025011892756515	0.036945009136076505	0.021940831795252743	0.012712035108041683	0.007228958555587417	0.004054239715297881
0.4770003556329395	0.41133586566725466	0.3405066863933093	0.26854791073495843	0.2006822145081398	0.14182903430152347	0.0950104335770432	0.060675489974835406	0.03722378675194413	0.022114662222903085	0.012816367153683226	0.007289816825365865	0.004089001114611059
0.4780970083583466	0.4123385123265372	0.3413746178768681	0.26925074407515287	0.20121023800421228	0.14219639929433073	0.09524843842039858	0.06082071171432196	0.03730841440065748	0.022162408198026565	0.012842743168943434	0.00730420316968063	0.0040967922143606604
0.48090274948657086	0.4150110210323742	0.34380189829364133	0.2713269555425751	0.20286708964282718	0.1434253111057825	0.09609815626325677	0.06137311423759776	0.03764995221420026	0.022365597840108012	0.012960252699566022	0.0073707995441105265	0.0041339993864422005
0.4757590118699068	0.4103646728569454	0.3398399419074612	0.26817742702340497	0.20055293506653893	0.1418565472254005	0.09511113183306474	0.06078964423168235	0.03732088378835224	0.02218583335932574	0.012863913963381038	0.007319669117735511	0.004106956117993244
0.475058777463871	0.40981882834148875	0.33946760976060875	0.26797349973735485	0.2004856644033829	0.1418775792873766	0.09517271711993683	0.06085778667491132	0.037378352554294475	0.02222778972370389	0.012891883532722703	0.007337207918798169	0.004117496896449503
0.4774640396131622	0.41144583744268715	0.34026833631218867	0.26803045788765534	0.20000873218816675	0.14113680275267285	0.09440466656647235	0.06020612657898887	0.03689255180505234	0.021896900319645723	0.01268058312709176	0.007208388557331451	0.004041543095611514
0.4761673328206891	0.41074652760167457	0.34017968061945375	0.26846159041276346	0.20077444571101843	0.14201701243123124	0.09521958116769484	0.0608586692840911	0.03736276001365502	0.022210343173119637	0.012877896602526922	0.007327506182589692	0.004111296278654126
0.47463419406797674	0.40908583124786996	0.33846652689304796	0.26680552667164126	0.1992935682089581	0.14080005144569296	0.09429939728414538	0.0602133948475593	0.03693811546112916	0.021944705409861043	0.01271806839438038	0.007234101646896856	0.004057869821746485
0.47939595020676323	0.4132572731498029	0.34188378647336204	0.26938430732241897	0.20106572120500635	0.14190344248389006	0.0949233484906418	0.0605365964156554	0.03709325524528675	0.022014496586352954	0.012747739987504376	0.0072460642866098495	0.0040624248204337125
0.47829754338461633	0.4124557962013499	0.34140584482880443	0.2692075223688145	0.20111752816686126	0.1420844970131882	0.09514256036374699	0.060734920294011466	0.0372461522750373	0.022120714122576345	0.012816416840736642	0.007288277091263694	0.004087452739526313
0.48263595202348325	0.41618995959157706	0.34438927417078763	0.2713795916177387	0.20253444689163985	0.14290119810077706	0.09555280831871421	0.06090998744449069	0.03730472982808604	0.022130569478022853	0.012810253071404406	0.007279402080707618	0.004080135460072972
0.4745231746765514	0.40936234465590143	0.33910756024147737	0.2677160280875669	0.2003222057482095	0.14178751226101421	0.09513110630651722	0.060843082634764845	0.037376002350605696	0.022229806983063847	0.012894680520538708	0.007339536028988573	0.004119124388564942
0.48141054374453235	0.41572695148284444	0.3446902860379404	0.2723090297850604	0.20383658793325696	0.1442826078894667	0.09678252501492556	0.06187263387469987	0.03798851156081279	0.022582019401000727	0.013092552873910462	0.007449021954463287	0.004179125370883619
0.47739529741443365	0.4117259565343458	0.34087523173022005	0.2688764455511164	0.2009555172661769	0.14204003935634846	0.09516184128520755	0.06077721567973942	0.037288480229544264	0.022154060776563834	0.012839586632536575	0.007303173787701991	0.004096550511434479
0.4737537477303085	0.40843291357307016	0.3380624623478174	0.26663486834786587	0.19930277730129506	0.14091456635451496	0.09444978147248743	0.0603535885180799	0.03704790017220955	0.02202170185354251	0.012768164795539582	0.007265026838394148	0.004076261125119732
0.4822651146291349	0.4160675292882233	0.34451428802951733	0.2717060315391069	0.20297746062690344	0.1433646307568881	0.09596198906178353	0.06122856832703711	0.03753015993516265	0.022278994726965096	0.01290288011672474	0.007334975580818521	0.0041125333448856286
0.47885395597474484	0.4131044034581552	0.3421161542562003	0.2699277737692738	0.20178619217152882	0.1426500932930203	0.09557969241436097	0.06104652471100971	0.0374537266035789	0.022251736672037198	0.012895774588709802	0.007334881030753382	0.004114205513587573
0.48149617883675455	0.41546410656636223	0.3440984847627806	0.27147357792899135	0.20289473394829816	0.14337947891562108	0.09602258935626763	0.06129787513834636	0.03758924268850569	0.022322322302579276	0.0129318220916003	0.007353141143082037	0.004123455513089998
0.48504095500979083	0.4186471671991674	0.346790069156144	0.2735890295947862	0.2044262165063398	0.1443986921812026	0.09664996058983431	0.06165965578637769	0.037787885389529735	0.022427877271929464	0.012986869709085391	0.007381616158043806	0.004138170934454534
0.48032468650643545	0.41444606916651955	0.34327413552969976	0.2708619171043217	0.2024846580916691	0.14313327598992978	0.095890704415898	0.06123496773497373	0.037562759225552675	0.022312827819330586	0.012929308606391632	0.007353069228195676	0.004124008751151371
0.47904889708944953	0.41340845169189566	0.3425134300032265	0.27038038352079585	0.20224156342510072	0.14305784685356548	0.09590800930754684	0.061287621295011904	0.03761784992475485	0.022356986075203936	0.012960265168984601	0.007373076939290053	0.004136268580913466
0.4813792253994022	0.4147908607779302	0.3429131597032507	0.26992753047294793	0.20121936978435967	0.1418111127513162	0.09472404096660826	0.060326932724788694	0.03692033469530516	0.021889877063480053	0.01266536211476726	0.007194706316909685	0.0040316848091860044
0.478912495428418	0.4130204123047609	0.34189704004928917	0.2696075869210692	0.20142006635246704	0.1422965176032467	0.09528099579619877	0.06082007019860901	0.03729616946255393	0.022149146505434404	0.01283223108678259	0.0072969540849022	0.004092175390729931
0.47647242829233083	0.41100039990608717	0.3403728294688009	0.2685920818344493	0.20084967022324673	0.1420513562044445	0.09522912081200151	0.06085639519861191	0.037356734434100446	0.022204421582201345	0.01287335809310235	0.00732442702805516	0.004109353151995741
0.4761945654241411	0.41073737201385	0.34013552364884153	0.2683904881920767	0.20068988456260256	0.1419336041304588	0.09514818380173728	0.06080405467187106	0.037324520570929665	0.02218533001737771	0.012862351633627289	0.007318205037885496	0.004105883846371441
0.47364658258903886	0.40854299969454144	0.338378810201834	0.26710650973326167	0.19984695148614	0.14144305706503693	0.09489815484880372	0.060694710873113004	0.037285928232376656	0.022177057118919558	0.012864573114539918	0.0073226550860978155	0.004109773116280547
0.48065060867602544	0.4152994957102932	0.3446063224889632	0.27252175263274714	0.20424513351664644	0.14476404702271314	0.09723420860175835	0.062237404335728476	0.03825288859489116	0.02275897323267055	0.013204267224656258	0.007516601795089888	0.004218756789902531
0.481665580016939	0.4157053776175044	0.3443994388684123	0.27180716376939124	0.20322444034870069	0.14367111054225445	0.09625534234394731	0.06146768302717592	0.03770427368245516	0.02239581949081933	0.012976733108450794	0.007379686047030449	0.004138765191655993
0.47781924871430104	0.4124458538404542	0.3418524618285304	0.2700135847231675	0.20211475203536874	0.1430872595202101	0.09601031200738634	0.06140310754464575	0.03771597288400253	0.02242888480873458	0.013008292973240453	0.007403230355933939	0.004154404624468681
0.47733188136064775	0.41132599070533055	0.34016565947595423	0.267948362472093	0.199947977383978	0.14109525014486968	0.0943782413035015	0.060190310792203175	0.03688350990455051	0.02189189089048997	0.012677861260363401	0.007206925359436596	0.004040760363136766
0.4812363014778737	0.41494583313715866	0.34335099861970664	0.27057716116007896	0.20196565401917374	0.1425323604061083	0.09533275547455955	0.0607876631794577	0.037240319511712486	0.022097887934878113	0.012794024519376754	0.007271415422368943	0.004076203374475633
0.47874671557453047	0.4129850660783218	0.3419901852895358	0.26980366390067206	0.20167350221944172	0.14255637571010735	0.09550818403318473	0.06099603976051302	0.03742033774421531	0.022230774247924485	0.012883128628635313	0.007327476448870519	0.004109964238872836
0.4797331672278549	0.4133570567699553	0.3417485596845348	0.26905948382896033	0.20063317417987167	0.1414549023728382	0.09452932021910225	0.060230797993188756	0.03687732717113161	0.021872528177174947	0.012659226732687963	0.007192993316980629	0.004031499604918784
0.47688891362824914	0.4117346647362874	0.34138530900076774	0.2697804998351091	0.20206804285360885	0.14315650578522576	0.09612733511662275	0.06152060821974106	0.037811271953475833	0.022497066054407256	0.013053207675405078	0.007431183859928283	0.004171121081412936
0.47868023837293355	0.4128662885807535	0.3418256234413789	0.2696102040135273	0.20147519743529904	0.14237671070288827	0.09536240829542142	0.060888439881214625	0.03734683263614741	0.022183520973098635	0.012854124303360496	0.007310276646725502	0.0041000202088148285
0.4816831863005395	0.4160672571339891	0.34508219439580584	0.2727217289856321	0.20423090173322353	0.14462354884708348	0.09705047318551537	0.062066067351114855	0.038118591462190786	0.022664705250764514	0.013142893954316549	0.007478698078135571	0.004196208364347596
0.47964690566831636	0.41414524463077845	0.343354064026535	0.2712595073443322	0.20307716900919523	0.1437775443837639	0.09647200679974649	0.061693932095068314	0.03789068345076752	0.022530234721781783	0.013065666853492157	0.007435179991741494	0.004172005395849893
0.47727173810243784	0.41144135911749763	0.3404464072586313	0.268351511706209	0.20040499859146133	0.1415341856906037	0.0947476121490377	0.06046955183492255	0.03707738804148577	0.022017937972794818	0.01275584713578555	0.007253435071123475	0.00406776015423402
0.4763172308056037	0.4106255441071566	0.33980061964036523	0.2678873243232098	0.20010781937377886	0.14136791206945953	0.09466834786647178	0.06043922826576683	0.03707015172018689	0.022019437193936998	0.012759473874256114	0.007256744225681199	0.004070159145107362
